"Codigo","Descricao","Pasta","Familia","Subfamilia","Segmento","TemProjeto","TemBloco","TemRender"
"S154226","TAMPO VINC ENC PREFFRZ HZ. CCUBA 40X34X18-ESQ-304-2000MM","D:\2022\REFRIGERAÇÃO\TAMPO\S154226 - TAMPO VINC ENC PREFFRZ HZ. CCUBA 40X34X18-ESQ-304-2000MM","REFRIGERAÇÃO","TAMPO","S154226 - TAMPO VINC ENC PREFFRZ HZ. CCUBA 40X34X18-ESQ-304-2000MM","True","True","True"
"S154227","TAMPO 304 VINC ENC P REF-FRZ C CB 40X34X18 ESQ 1500mm","D:\2022\REFRIGERAÇÃO\TAMPO\S154227 - TAMPO 304 VINC ENC P REF-FRZ C CB 40X34X18 ESQ 1500mm","REFRIGERAÇÃO","TAMPO","S154227 - TAMPO 304 VINC ENC P REF-FRZ C CB 40X34X18 ESQ 1500mm","True","True","True"
"S154231","TAMPO VINC ENC PREFFRZ HZ. CCUBA 50X40X25-ESQ-304-2000 MM","D:\2022\REDES\MINI KALZONE\S154231 - TAMPO VINC ENC PREFFRZ HZ. CCUBA 50X40X25-ESQ-304-2000 MM","REDES","MINI KALZONE","S154231 - TAMPO VINC ENC PREFFRZ HZ. CCUBA 50X40X25-ESQ-304-2000 MM","True","True","True"
"S154239","FECHAMENTO TRASEIRO PARA REFRIGERADOR 430 1500X710","D:\2022\AUXILIARES\S154239 - FECHAMENTO TRASEIRO PARA REFRIGERADOR 430 1500X710","AUXILIARES","S154239 - FECHAMENTO TRASEIRO PARA REFRIGERADOR 430 1500X710","","True","True","True"
"S154242","CABECOTE P5 GNS REFRI. SOBREPOR CMOTOR -1320X420X335MM","D:\2022\DISTRIBUIÇÃO\CABEÇOTES\REFRIGERADO\S154242 - CABECOTE P5 GNS REFRI. SOBREPOR CMOTOR -1320X420X335MM","DISTRIBUIÇÃO","CABEÇOTES","REFRIGERADO","True","True","True"
"S154243","CABECOTE P8 GNS REFRI. SOBREPOR C MOTOR -1820X420X335MM","D:\2022\DISTRIBUIÇÃO\CABEÇOTES\REFRIGERADO\S154243 - CABECOTE P8 GNS REFRI. SOBREPOR C MOTOR -1820X420X335MM","DISTRIBUIÇÃO","CABEÇOTES","REFRIGERADO","True","False","False"
"S154298","FREEZER HORIZ. 2 P CAB. DIR. INOXIDÁVEL-AL - 1500X700X900 MM","D:\2022\REFRIGERAÇÃO\FREEZER\HORIZONTAL\PORTA\S154298 - FREEZER HORIZ. 2 P CAB. DIR. INOXIDÁVEL-AL - 1500X700X900 MM","REFRIGERAÇÃO","FREEZER","HORIZONTAL","True","True","True"
"S154302","FREEZER HORIZ. 2 P CAB. ESQ. INOXIDÁVEL-AL - 1500X700X900 MM","D:\2022\REFRIGERAÇÃO\FREEZER\HORIZONTAL\PORTA\S154302 - FREEZER HORIZ. 2 P CAB. ESQ. INOXIDÁVEL-AL - 1500X700X900 MM","REFRIGERAÇÃO","FREEZER","HORIZONTAL","True","True","True"
"S154303","FREEZER HORIZ. 3 P CAB. ESQ. INOXIDÁVEL_AL-2000X700X900MM","D:\2022\REFRIGERAÇÃO\FREEZER\HORIZONTAL\PORTA\S154303-FREEZER HORIZ. 3 P CAB. ESQ. INOXIDÁVEL_AL-2000X700X900MM","REFRIGERAÇÃO","FREEZER","HORIZONTAL","True","False","False"
"S154306","UNDERCOUNTER 1 P INOXAL 304 - 700X700X822 MM","D:\2022\PROTOTIPOS\S154306 - UNDERCOUNTER 1 P INOXAL 304 - 700X700X822 MM","PROTOTIPOS","S154306 - UNDERCOUNTER 1 P INOXAL 304 - 700X700X822 MM","","True","False","True"
"S154310","FREEZER P COMPOS INOX-AL 1000X710X1040","D:\2022\REFRIGERAÇÃO\FREEZER\FREZZER P COPOS\S154310 - FREEZER P COMPOS INOX-AL 1000X710X1040","REFRIGERAÇÃO","FREEZER","FREZZER P COPOS","True","True","True"
"S154318","REFRIG BASE COCÇÃO 4 GAV. CAB. ESQ. INOXIDÁVELAL - 1440X700X660MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S154318 - REFRIG BASE COCÇÃO 4 GAV. CAB. ESQ. INOXIDÁVELAL - 1440X700X660MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","False","False"
"S154319","REFRIG. BASE COCÇÃO 6 GAV. CAB. ESQ. INOXIDAVELAL  - 1880X700X660mm","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S154319 - REFRIG. BASE COCÇÃO 6 GAV. CAB. ESQ. INOXIDAVELAL  - 1880X700X660mm","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","False","False"
"S154328","REFRIGERADOR VERTICAL 1P INT. INOXIDÁVELAL - 700X800X2050 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S154328 - REFRIGERADOR VERTICAL 1P INT. INOXIDÁVELAL - 700X800X2050 MM","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","True","False","False"
"S154330","REFRIGERADOR VERTICAL 2 P BI-P INOXIDAVEL-AL 700X800X2050","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S154330 - REFRIGERADOR VERTICAL 2 P BI-P INOXIDAVEL-AL 700X800X2050","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","True","True","True"
"S154331","REFRIG VERTICAL 4 P BI-P INOXIDAVEL-AL 1400X800X2050MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S154331- REFRIG VERTICAL 4 P BI-P INOXIDAVEL-AL 1400X800X2050MM","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","True","True","True"
"S154332","REFRIGERADOR VERTICAL 1P VIDRO INOXIDÁVELAL - 700X800X2050 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S154332-REFRIGERADOR VERTICAL 1P VIDRO INOXIDÁVELAL - 700X800X2050 MM","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","True","False","False"
"S154334","REFRIGERADOR VERTICAL 2P VIDRO BI-P. INOXIDÁVELAL - 700X800X2050 MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S154334 - REFRIGERADOR VERTICAL 2P VIDRO BI-P. INOXIDÁVELAL - 700X800X2050 MM","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","True","True","True"
"S154337","FREEZER VERT. 2 PORTAS  BI-P INOXIDAVEL-AL 700X800X2050mm","D:\2022\REFRIGERAÇÃO\FREEZER\VERTICAL\S154337 - FREEZER VERT. 2 PORTAS  BI-P INOXIDAVEL-AL 700X800X2050mm","REFRIGERAÇÃO","FREEZER","VERTICAL","True","True","True"
"S154340","MINI CAMARA RESFRIADA 2P INOXIDÁVELAL - 1000X800X2050 MM","D:\2022\REFRIGERAÇÃO\MINI CÂMARA\S154340 - MINI CAMARA RESFRIADA 2P INOXIDÁVELAL - 1000X800X2050 MM","REFRIGERAÇÃO","MINI CÂMARA","S154340 - MINI CAMARA RESFRIADA 2P INOXIDÁVELAL - 1000X800X2050 MM","True","True","True"
"S154341","MINI CAMARA CONGELADA  2P INOXDAVEL-AL 1000X800X250","D:\2022\REFRIGERAÇÃO\MINI CÂMARA\S154341 - MINI CAMARA CONGELADA  2P INOXDAVEL-AL 1000X800X250","REFRIGERAÇÃO","MINI CÂMARA","S154341 - MINI CAMARA CONGELADA  2P INOXDAVEL-AL 1000X800X250","True","True","True"
"S154350","FREEZER VERT 1 PORTA INT. 430-AL 700X800X2050mm","D:\2022\REFRIGERAÇÃO\FREEZER\VERTICAL\S154350 - FREEZER VERT 1 PORTA INT. 430-AL 700X800X2050mm","REFRIGERAÇÃO","FREEZER","VERTICAL","True","True","True"
"S154373","REFRIG. HORIZ. 6GAV. CAB. DIR. INOX 430 AL - 2000X700X900MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\GAVETA\S154373 - REFRIG. HORIZ. 6GAV. CAB. DIR. INOX 430 AL - 2000X700X900MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","True","True"
"S154377","REFRIGERADOR HORIZONTAL 6GAV. CAB. ESQ. INOXIDÁVELAL - 2000X700X900MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\GAVETA\S154377 - REFRIGERADOR HORIZONTAL 6GAV. CAB. ESQ. INOXIDÁVELAL - 2000X700X900MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","True","True"
"S154380","MEAT FREEZER INOX 304 450X730X900 MM","D:\2022\REFRIGERAÇÃO\FREEZER\MEAT FREEZER\S154380 - MEAT FREEZER INOX 304 450X730X900 MM","REFRIGERAÇÃO","FREEZER","MEAT FREEZER","True","False","False"
"S154384","FREEZER VERT. 4 PORTA BI-P. INOXIDÁVEL-1400X800X2050MM","D:\2022\REFRIGERAÇÃO\FREEZER\VERTICAL\S154384 - FREEZER VERT. 4 PORTA BI-P. INOXIDÁVEL-1400X800X2050MM","REFRIGERAÇÃO","FREEZER","VERTICAL","False","False","False"
"S154395","REFRIG HORIZ 4GAV. CAB. DIR. INOX_INOX 430- 1500X700X900MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\GAVETA\S154395 - REFRIG HORIZ 4GAV. CAB. DIR. INOX_INOX 430- 1500X700X900MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","False","False"
"S154403","MEAT FREEZER INOXINOX 430 - 450X730X900 MM","D:\2022\REFRIGERAÇÃO\FREEZER\MEAT FREEZER\S154403 - MEAT FREEZER INOXINOX 430 - 450X730X900 MM","REFRIGERAÇÃO","FREEZER","MEAT FREEZER","True","False","False"
"S154409","REFRIGERADOR BASE COCÇÃO 1 GAV. INOXIDAVEL_AL-1250X700X580MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\GAVETA\S154409 - REFRIGERADOR BASE COCÇÃO 1 GAV. INOXIDAVEL_AL-1250X700X580MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","False","False"
"S154410","REFRIGERADOR BASE COCÇÃO 1 GAV. INOXIDAVEL INT_EXT-1250X700X580MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\GAVETA\S154410 - REFRIGERADOR BASE COCÇÃO 1 GAV. INOXIDAVEL INT_EXT-1250X700X580MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","False","False"
"S154415","REF. HOR. BASE 1 P. CAB. ESQ. E CAB. REF-5 GN'S-C T. AQUEC. 1600MM C ROD","D:\2022\LINHA DELIVERY\REFRIGERADOR\S154415-REF. HOR. BASE 1 P. CAB. ESQ. E CAB. REF-5 GN'S-C T. AQUEC. 1600MM C ROD","LINHA DELIVERY","REFRIGERADOR","S154415-REF. HOR. BASE 1 P. CAB. ESQ. E CAB. REF-5 GN'S-C T. AQUEC. 1600MM C ROD","True","False","False"
"S154427","TAMPO ENCOSTO LISA #201 PERFURAÇÃO PARA CABEÇOTE 1500","D:\2022\MOBILIARIO\TAMPO\S154427 - TAMPO ENCOSTO LISA #201 PERFURAÇÃO PARA CABEÇOTE 1500","MOBILIARIO","TAMPO","S154427 - TAMPO ENCOSTO LISA #201 PERFURAÇÃO PARA CABEÇOTE 1500","True","True","True"
"S154434","REFRIG. BASE COCÇÃO 4 GAV, CAB. DIR. INOXAL 430 - 1440x700x660mm","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S154434 - REFRIG. BASE COCÇÃO 4 GAV, CAB. DIR. INOXAL 430 - 1440x700x660mm","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","True","True"
"S154435","FREEZER VERT 2 PORTAS INT. INOX_AL 430 - 700x800xX2050mm","D:\2022\REFRIGERAÇÃO\FREEZER\VERTICAL\S154435 - FREEZER VERT 2 PORTAS INT. INOX_AL 430 - 700x800xX2050mm","REFRIGERAÇÃO","FREEZER","VERTICAL","True","False","False"
"S154436","CERVEJEIRA VERT 1 PORTA VIDRO -4°C A 5°C - INOXIDAVEL_AL-700X800X2050MM","D:\2022\REFRIGERAÇÃO\CERVEJEIRA\S154436 - CERVEJEIRA VERT 1 PORTA VIDRO -4°C A 5°C - INOXIDAVEL_AL-700X800X2050MM","REFRIGERAÇÃO","CERVEJEIRA","S154436 - CERVEJEIRA VERT 1 PORTA VIDRO -4°C A 5°C - INOXIDAVEL_AL-700X800X2050MM","True","False","False"
"S154440","FREEZER VERT. 4 PORTA BI-P. INOX_AL 430 - 1400x800x2050mm","D:\2022\REFRIGERAÇÃO\FREEZER\VERTICAL\S154440  - FREEZER VERT. 4 PORTA BI-P. INOX_AL 430 - 1400x800x2050mm","REFRIGERAÇÃO","FREEZER","VERTICAL","True","False","False"
"S154441","FREEZER VERT. 2 PORTAS VIDRO INT. INOX 1400X800X2050 MM","D:\2022\REFRIGERAÇÃO\FREEZER\VERTICAL\S154441 - FREEZER VERT. 2 PORTAS VIDRO INT. INOX 1400X800X2050 MM","REFRIGERAÇÃO","FREEZER","VERTICAL","True","True","True"
"S154442","CERVEJEIRA VERTICAL 2 PORTA VIDRO -4°C A 5°C - INOXIDAVEL-AL 1400X800X2050 MM","D:\2022\REFRIGERAÇÃO\FREEZER\VERTICAL\S154442 - CERVEJEIRA VERTICAL 2 PORTA VIDRO -4°C A 5°C - INOXIDAVEL-AL 1400X800X2050 MM","REFRIGERAÇÃO","FREEZER","VERTICAL","True","True","True"
"S154446","REFRIGERADOR BASE COCÇÃO 3 GAV. INOXIDAVELAL -1900X700X580MM","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\GAVETA\S154446 - REFRIGERADOR BASE COCÇÃO 3 GAV. INOXIDAVELAL -1900X700X580MM","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","True","False"
"S154448","REFRIGERADOR VERT 2P BI-P INOXIDAVEL-AL 430 - 700X800X2050","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\VERTICAL\S154448 - REFRIGERADOR VERT 2P BI-P INOXIDAVEL-AL 430 - 700X800X2050","REFRIGERAÇÃO","REFRIGERADOR","VERTICAL","True","True","True"
"S154452","ULTRA CONGELADOR DE COPOS","D:\2022\REFRIGERAÇÃO\ULTRA CONGELADOR\S154452-ULTRA CONGELADOR DE COPOS","REFRIGERAÇÃO","ULTRA CONGELADOR","S154452-ULTRA CONGELADOR DE COPOS","True","False","False"
"S154486","CERVEJEIRA VERT 1P VIDRO -4°C A 5°C-INOXIDAVEL-700X800X2050MM","D:\2022\REFRIGERAÇÃO\CERVEJEIRA\S154486 - CERVEJEIRA VERT 1P VIDRO -4°C A 5°C-INOXIDAVEL-700X800X2050MM","REFRIGERAÇÃO","CERVEJEIRA","S154486 - CERVEJEIRA VERT 1P VIDRO -4°C A 5°C-INOXIDAVEL-700X800X2050MM","False","False","False"
"S154487","FREEZER VERTICAL INOXIDÁVEL 1 PORTA VIDRO 700X810X2050MM","D:\2022\REFRIGERAÇÃO\FREEZER\VERTICAL\S154487 - FREEZER VERTICAL INOXIDÁVEL 1 PORTA VIDRO 700X810X2050MM","REFRIGERAÇÃO","FREEZER","VERTICAL","False","False","False"
"S154491","CÂMARA DE CONSERVAÇÃO DE VEGETAIS INOX EXT. INOXIDÁVEL INT 1100X800X2050MM","D:\2022\PROTOTIPOS\S154491 - CÂMARA DE CONSERVAÇÃO DE VEGETAIS INOX EXT. INOXIDÁVEL INT 1100X800X2050MM","PROTOTIPOS","S154491 - CÂMARA DE CONSERVAÇÃO DE VEGETAIS INOX EXT. INOXIDÁVEL INT 1100X800X2050MM","","True","True","True"
"S154493","FREEZER VERTICAL INOXIDÁVEL 2 PORTAS CEGAS 1400X810X2050 MM","D:\2022\REFRIGERAÇÃO\FREEZER\VERTICAL\S154493 - FREEZER VERTICAL INOXIDÁVEL 2 PORTAS CEGAS 1400X810X2050 MM","REFRIGERAÇÃO","FREEZER","VERTICAL","True","True","True"
"S154506","REFRIG. BASE COCÇÃO 6 GAV. CAB. DIR. INOXAL 430 - 1880X700X660mm","D:\2022\REFRIGERAÇÃO\REFRIGERADOR\HORIZONTAL\BAIXO\S154506 - REFRIG. BASE COCÇÃO 6 GAV. CAB. DIR. INOXAL 430 - 1880X700X660mm","REFRIGERAÇÃO","REFRIGERADOR","HORIZONTAL","True","False","False"
"S154520","PRAT. SOBRE MONT. 3 PLANOS - 1° PLANO P 8GN'S 1_3X100 E 2 P. LISOS C SUPORTE BISNAGA","D:\2022\LINHA DELIVERY\PRATELEIRA\S154520 - PRAT. SOBRE MONT. 3 PLANOS - 1° PLANO P 8GN'S 1_3X100 E 2 P. LISOS C SUPORTE BISNAGA","LINHA DELIVERY","PRATELEIRA","S154520 - PRAT. SOBRE MONT. 3 PLANOS - 1° PLANO P 8GN'S 1_3X100 E 2 P. LISOS C SUPORTE BISNAGA","True","False","False"
"S155002","PASS-THRU REFRIGERADO VERTICAL 02 PORTAS (1 + 1 VIDRO) - 700X850X2050","D:\2022\REFRIGERAÇÃO\PASS THRU\S155002 - PASS-THRU REFRIGERADO VERTICAL 02 PORTAS (1 + 1 VIDRO) - 700X850X2050","REFRIGERAÇÃO","PASS THRU","S155002 - PASS-THRU REFRIGERADO VERTICAL 02 PORTAS (1 + 1 VIDRO) - 700X850X2050","True","False","False"
"S155020","PASS THRU AQUEC. AR FORÇADO 2PTA CEGA -700X850X2050","D:\2022\DISTRIBUIÇÃO\ESTUFAS\S155020 - PASS THRU AQUEC. AR FORÇADO 2PTA CEGA -700X850X2050","DISTRIBUIÇÃO","ESTUFAS","S155020 - PASS THRU AQUEC. AR FORÇADO 2PTA CEGA -700X850X2050","False","False","False"
"S155022","PASS THRU AQUEC. AR FORÇADO 1PTA CEGA 1PTA VID-700X850X2050","D:\2022\DISTRIBUIÇÃO\ESTUFAS\S155022 - PASS THRU AQUEC. AR FORÇADO 1PTA CEGA 1PTA VID-700X850X2050","DISTRIBUIÇÃO","ESTUFAS","S155022 - PASS THRU AQUEC. AR FORÇADO 1PTA CEGA 1PTA VID-700X850X2050","False","False","False"
"S155039","ESTUFA VERTICAL AQUECIDA INOX 304INOX-700X810X2050 MM","D:\2022\PROTOTIPOS\S155039 - ESTUFA VERTICAL AQUECIDA INOX 304INOX-700X810X2050 MM","PROTOTIPOS","S155039 - ESTUFA VERTICAL AQUECIDA INOX 304INOX-700X810X2050 MM","","True","True","True"
"S155047","PASS THRU REFRIG 2 PTA CEGA INOXIDAVEL-700X850X2050","D:\2022\REFRIGERAÇÃO\PASS THRU\S155047-PASS THRU REFRIG 2 PTA CEGA INOXIDAVEL-700X850X2050","REFRIGERAÇÃO","PASS THRU","S155047-PASS THRU REFRIG 2 PTA CEGA INOXIDAVEL-700X850X2050","False","False","False"
"S155049","PASS THRU REFRIG 1 PTA CEGA 1 PTA VIDRO INOXIDAVEL-700X850X2050","D:\2022\REFRIGERAÇÃO\PASS THRU\S155049-PASS THRU REFRIG 1 PTA CEGA 1 PTA VIDRO INOXIDAVEL-700X850X2050","REFRIGERAÇÃO","PASS THRU","S155049-PASS THRU REFRIG 1 PTA CEGA 1 PTA VIDRO INOXIDAVEL-700X850X2050","False","False","False"
"S155154","PISTA AQUECIDA SECA PLANA 6 GN - 2170X640X560 MM","D:\2022\DISTRIBUIÇÃO\PISTAS\AQUECIDA\S155154 - PISTA AQUECIDA SECA PLANA 6 GN - 2170X640X560 MM","DISTRIBUIÇÃO","PISTAS","AQUECIDA","True","True","True"
"S155162","MESA AQUECIDA P SAIDA DELIVERY 1500","D:\2022\DISTRIBUIÇÃO\BANCADA AQUECIDA\S155162 - MESA AQUECIDA P SAIDA DELIVERY 1500","DISTRIBUIÇÃO","BANCADA AQUECIDA","S155162 - MESA AQUECIDA P SAIDA DELIVERY 1500","True","True","True"
"S155163","ESTANTE AQUECIDA 5 PLANOS LISOS 430 - 615X500X1750 MM","D:\2022\DISTRIBUIÇÃO\ESTANTE AQUECIDA\S155163 - ESTANTE AQUECIDA 5 PLANOS LISOS 430 - 615X500X1750 MM","DISTRIBUIÇÃO","ESTANTE AQUECIDA","S155163 - ESTANTE AQUECIDA 5 PLANOS LISOS 430 - 615X500X1750 MM","True","True","True"
"S155250","CORREBANDEJA TUBULAR 1170X300","D:\2022\DISTRIBUIÇÃO\CORRE BANDEJAS\PADRÃO\S155250 - CORREBANDEJA TUBULAR 1170X300","DISTRIBUIÇÃO","CORRE BANDEJAS","PADRÃO","True","True","True"
"S155253","CORRE BANDEJA TUBULAR  2140X300","D:\2022\DISTRIBUIÇÃO\CORRE BANDEJAS\ESPECIAL\S155253 - CORRE BANDEJA TUBULAR  2140X300","DISTRIBUIÇÃO","CORRE BANDEJAS","ESPECIAL","True","False","False"
"S156002","CARRO PLATAFORMA 304 900X600X900","D:\2022\AUXILIARES\CARROS\CARRO PLATAFORMA\S156002- CARRO PLATAFORMA 304 900X600X900","AUXILIARES","CARROS","CARRO PLATAFORMA","True","True","True"
"S156006","CARRO TANQUE INOX-304 950X600X900 MM SEM ESTRUTURA 190 L","D:\2022\AUXILIARES\CARROS\CARRO TANQUE\S156006 - CARRO TANQUE INOX-304 950X600X900 MM SEM ESTRUTURA 190 L","AUXILIARES","CARROS","CARRO TANQUE","True","True","True"
"S156010","CARRO TERMICO P TRANSPORTE GNS 1203X767X1076","D:\2022\AUXILIARES\CARROS\CARRO TERMICO TRANSPORTE DE GNS\REFRIGERADO\S156010 - CARRO TERMICO P TRANSPORTE GNS 1203X767X1076","AUXILIARES","CARROS","CARRO TERMICO TRANSPORTE DE GNS","True","False","False"
"S156013","CARRO TRANS. ESQUEL.304-378X545X1800MM P20 GN11X65","D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S156013 - CARRO TRANS. ESQUEL.304-378X545X1800MM P20 GN11X65","AUXILIARES","CARROS","CARRO CANTONEIRA","True","False","False"
"S156014","CARRO TRANS. ESQUEL.304-378X545X1800MM P20 GN11X65-SOLDADO","D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S156014 - CARRO TRANS. ESQUEL.304-378X545X1800MM P20 GN11X65-SOLDADO","AUXILIARES","CARROS","CARRO CANTONEIRA","True","False","False"
"S156018","CARRO ESQUELETO P PÃES COM 9 PRATELEIRAS VÃO 195 MM 600X800X1800 MM","D:\2022\AUXILIARES\CARROS\CARRO CANTONEIRA\S156018 - CARRO ESQUELETO P PÃES COM 9 PRATELEIRAS VÃO 195 MM 600X800X1800 MM","AUXILIARES","CARROS","CARRO CANTONEIRA","True","True","True"
"S156019","BANCADA LISA CENTRO L PRO ROD -500X800X900","D:\2022\LINHA DELIVERY\MESA\S156019 - BANCADA LISA CENTRO L PRO ROD -500X800X900","LINHA DELIVERY","MESA","S156019 - BANCADA LISA CENTRO L PRO ROD -500X800X900","True","True","True"
"S156020","CARRO PLATAFORMA 900x600x900mm","D:\2022\AUXILIARES\CARROS\PROTOTIPO\S156020 - CARRO PLATAFORMA 900x600x900mm","AUXILIARES","CARROS","PROTOTIPO","True","True","True"
"S157002","MÓDULO LIQUIDIFICADOR 500","D:\2022\BAR\MÓDULO LIQUIDIFICADOR\S157002 - MÓDULO LIQUIDIFICADOR 500","BAR","MÓDULO LIQUIDIFICADOR","S157002 - MÓDULO LIQUIDIFICADOR 500","True","True","True"
"S157005","MÓDULO PRATELEIRA 1000","D:\2022\BAR\MÓDULO PRATELEIRA\S157005 - MÓDULO PRATELEIRA 1000","BAR","MÓDULO PRATELEIRA","S157005 - MÓDULO PRATELEIRA 1000","False","False","False"
"S157010","MODULO ESCORREDOR DE COPOS 500","D:\2022\BAR\MÓDULO ESCORREDOR DE COPOS\S157010-MODULO ESCORREDOR DE COPOS 500","BAR","MÓDULO ESCORREDOR DE COPOS","S157010-MODULO ESCORREDOR DE COPOS 500","True","True","True"
"S157012","TAMPO DE CANTO COM CUBA","D:\2022\BAR\TAMPO\S157012 - TAMPO DE CANTO COM CUBA","BAR","TAMPO","S157012 - TAMPO DE CANTO COM CUBA","True","True","True"
"S157013","TAMPO DE CANTO LISO","D:\2022\BAR\TAMPO\S157013 - TAMPO DE CANTO LISO","BAR","TAMPO","S157013 - TAMPO DE CANTO LISO","True","True","True"
"S157014","PORTA CONDIMENTOS 2 GNS 19 65MM - 400x150x90","D:\2022\BAR\PORTA CONDIMENTOS\S157014 - PORTA CONDIMENTOS 2 GNS 19 65MM - 400x150x90","BAR","PORTA CONDIMENTOS","S157014 - PORTA CONDIMENTOS 2 GNS 19 65MM - 400x150x90","True","True","True"
"S157017","SUPORTE PARA GARRAFAS-304 - 1000","D:\2022\BAR\MODULO GARRAFEIRO\S157017 - SUPORTE PARA GARRAFAS-304 - 1000","BAR","MODULO GARRAFEIRO","S157017 - SUPORTE PARA GARRAFAS-304 - 1000","True","True","True"
"S157021","MODULO LIXEIRA T. BASC. 500X580X900 MM","D:\2022\BAR\MÓDULO LIXEIRA\S157021 - MODULO LIXEIRA T. BASC. 500X580X900 MM","BAR","MÓDULO LIXEIRA","S157021 - MODULO LIXEIRA T. BASC. 500X580X900 MM","True","True","True"
"S157031","MODULO PIA INOX 304 1 CB 40x34x14 - 388x458x152 MM","D:\2022\BAR\MÓDULO PIA\S157031 - MODULO PIA INOX 304 1 CB 40x34x14 - 388x458x152 MM","BAR","MÓDULO PIA","S157031 - MODULO PIA INOX 304 1 CB 40x34x14 - 388x458x152 MM","True","True","True"
"S157034","MODULO GNS INOX 304 - 194X458X151 MM","D:\2022\BAR\MODULO GN\S157034 - MODULO GNS INOX 304 - 194X458X151 MM","BAR","MODULO GN","S157034 - MODULO GNS INOX 304 - 194X458X151 MM","True","True","True"
"S157043","MODULO BAR BASE REFRIGERADA 3G CD INOX430AL- 2000X700X650MM","D:\2022\BAR\MÓDULO BAR\S157043 - MODULO BAR BASE REFRIGERADA 3G CD INOX430AL- 2000X700X650MM","BAR","MÓDULO BAR","S157043 - MODULO BAR BASE REFRIGERADA 3G CD INOX430AL- 2000X700X650MM","True","True","True"
"S157049","MODULO BAR BASE REFRIG CAB ESQ. 3G CD INOXIDAVEL-2000X700X650MM","D:\2022\BAR\MÓDULO BAR\S157049 - MODULO BAR BASE REFRIG CAB ESQ. 3G CD INOXIDAVEL-2000X700X650MM","BAR","MÓDULO BAR","S157049 - MODULO BAR BASE REFRIG CAB ESQ. 3G CD INOXIDAVEL-2000X700X650MM","False","False","False"
"S157053","MODULO BAR BASE REFRIGERADA 3P CD INOX - 2000X700X650MM","D:\2022\BAR\MÓDULO BAR\S157053 - MODULO BAR BASE REFRIGERADA 3P CD INOX - 2000X700X650MM","BAR","MÓDULO BAR","S157053 - MODULO BAR BASE REFRIGERADA 3P CD INOX - 2000X700X650MM","False","False","False"
"S157057","MODULO BAR BASE REFRIGERADA 3G CE INOX - 2000X700X650MM","D:\2022\BAR\MÓDULO BAR\S157057 - MODULO BAR BASE REFRIGERADA 3G CE INOX - 2000X700X650MM","BAR","MÓDULO BAR","S157057 - MODULO BAR BASE REFRIGERADA 3G CE INOX - 2000X700X650MM","True","True","True"
"S157058","MODULO CAIXA BASE ESQUERDA P MODULOS INOX 304 2000X515X250","D:\2022\BAR\MODULO CAIXA BASE\S157058 - MODULO CAIXA BASE ESQUERDA P MODULOS INOX 304 2000X515X250","BAR","MODULO CAIXA BASE","S157058 - MODULO CAIXA BASE ESQUERDA P MODULOS INOX 304 2000X515X250","True","False","False"
