filePath,ext,sizeBytes,sizeMB,domain,relevanceScore,keywordHits
D:\BIBLIOTECA DE PROJETOS\BUCHAS\1050075 - BUCHA ALTILENO FIX. VIDRO.pdf,.pdf,51853,0.049,outros,0,
D:\BIBLIOTECA DE PROJETOS\BUCHAS\1050076-BUCHA CÔNICA.pdf,.pdf,55730,0.053,outros,0,
D:\BIBLIOTECA DE PROJETOS\BUCHAS\1007000 - BUCHA USINADA ALUMINIO TUBO Ø1. 1-4.pdf,.pdf,57823,0.055,outros,0,
D:\BIBLIOTECA DE PROJETOS\BOTÕES\1006540 - BOTÃO VERMELHO TEMP. PILOTO .PDF,.pdf,218100,0.208,outros,0,
D:\BIBLIOTECA DE PROJETOS\BOTÕES\1006337 - BOTAO KINOB MEDIO M-5 DE DIAM. 51 X 24MM BAQUELITE.pdf,.pdf,143117,0.136,outros,0,
D:\BIBLIOTECA DE PROJETOS\BOTÕES\1006540 - BOTÃO VERMELHO ESCALA TEMP..PDF,.pdf,756574,0.722,outros,0,
D:\BIBLIOTECA DE PROJETOS\BOTÕES\1006757 - MANIPULO LA ZAMACK CROMADO - VM.PDF,.pdf,358658,0.342,outros,0,
D:\BIBLIOTECA DE PROJETOS\BOTÕES\1006652 - BOTÃO VERMELHO TEMP. 50-200º.PDF,.pdf,67698,0.065,outros,0,
D:\BIBLIOTECA DE PROJETOS\BOTÕES\1006651 - BOTÃO VERMELHO TEMP. ESCALA.PDF,.pdf,235621,0.225,outros,0,
D:\BIBLIOTECA DE PROJETOS\BOTÕES\1006653 - BOTÃO VERMELHO TEMP. 50-300.PDF,.pdf,70706,0.067,outros,0,
D:\BIBLIOTECA DE PROJETOS\BOTÕES\ILUSTRATIVO.PDF,.pdf,1213357,1.157,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\1006670-CESTO ARAMADO P-SALGADINHO-480X180X149  .PDF,.pdf,86188,0.082,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\1006887-FUSO TRAPEZOIDAL TR8X8 MM - 4 ENTRADAS ( 1031 MM )-240MM.pdf,.pdf,69096,0.066,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\1006756-CESTA FRITADEIRA LA-334X166X150MM.PDF,.pdf,196246,0.187,coccao,0,
"D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\1006861-PTFE ESP 0,35 PRETO S-AD  210MM LARG X 670MM COMP.pdf",.pdf,50172,0.048,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\1007021 - ENTRADA DO QUEIMADOR LINEAR 1. ¹4  ALTO DESEMPENHO.pdf,.pdf,122686,0.117,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\1006899 - CESTO PARA FRITURA 250X134X120MM CROMADO\1006899.pdf,.pdf,2110100,2.012,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\ALTILENO\1050189 - PLACA ALTILENO 464 X 161 X 10MM (DIREITO).pdf,.pdf,94471,0.09,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\ALTILENO\1050188 - PLACA ALTILENO 464 X 161 X 10MM (ESQUERDO).pdf,.pdf,95210,0.091,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\ACRILICO\1050206 - PORTA ACRILICO TRANSPARENTE 8MM 460X168MM.pdf,.pdf,64675,0.062,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\ACRILICO\1050185 - GAVETA 2 ACRILICO 299 X 394 X 95 X 3MM.pdf,.pdf,111627,0.106,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\ACRILICO\1050184 - GAVETA 1 ACRILICO 209 X 394 X 95 X 3MM.pdf,.pdf,105322,0.1,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\ACRILICO\1050187 - GAVETA 4 ACRILICO 404 X 95 X 3MM.pdf,.pdf,133718,0.128,outros,0,
D:\BIBLIOTECA DE PROJETOS\ACESSORIOS\ACRILICO\1050186 - GAVETA 3 ACRILICO 349 X 95 X 3MM.pdf,.pdf,151464,0.144,outros,0,
D:\BIBLIOTECA DE PROJETOS\TERMOPAR\TERMOPAR\TERMOPAR TIPO J 3-8.pdf,.pdf,111340,0.106,outros,0,
D:\BIBLIOTECA DE PROJETOS\TRINCO\1007875-Fechadura para Armário Vertical 20 mm.pdf,.pdf,47176,0.045,movel_inox,0,
D:\BIBLIOTECA DE PROJETOS\TRINCO\0089.871221KA.pdf,.pdf,166801,0.159,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES FIXAÇÃO\1006910 - CUPILHA Ø3X22mm.pdf,.pdf,49689,0.047,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES FIXAÇÃO\1006966 - ANEL ELASTICO P EIXO DE Ø12mm.pdf,.pdf,50423,0.048,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES FIXAÇÃO\1006967-PINO INOX DIAM 10x43 COM ROSCA M8.pdf,.pdf,69542,0.066,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES FIXAÇÃO\1006989 - PARAFUSO SHOUDER BOLT - M5x13.pdf,.pdf,72764,0.069,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1050050-BANDEJA BIOPRATIKA 3ML-303X221X75MM.pdf,.pdf,45878,0.044,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1050069-PLACA ALTILENO 600X500X20mm.pdf,.pdf,47157,0.045,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1050066 - TAMPA ACRILICO 522X505 MM.PDF,.pdf,172107,0.164,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1012484 - ACRILICO TRASPARENTE 206X468X03mm.pdf,.pdf,50010,0.048,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1012483 - ACRILICO TRASPARENTE 209X296X3mm.pdf,.pdf,47574,0.045,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1050151 - PINO PLÁSTICO ROSCA SOBERBA.pdf,.pdf,76094,0.073,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1050138 PLACA DE ALTILENO 995X668X10mm.pdf,.pdf,47897,0.046,outros,0,
"D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1050150 - EIXO ESPIRAL PLASTICO 34ØX139,5 MM.pdf",.pdf,82804,0.079,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1050089 - EIXO ESPIRAL PLASTICO.pdf,.pdf,79589,0.076,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1050170 - TAMPA ACRILICO 524X505X5MM.pdf,.pdf,115257,0.11,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1050204 - TAMPA C PUXADOR ACRILICO TRANSPARENTE 4MM 356X327MM.pdf,.pdf,67033,0.064,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1050180 - PLACA DE ACRÍLICO  775X125X6 MM.pdf,.pdf,64746,0.062,outros,0,
D:\BIBLIOTECA DE PROJETOS\COMPONENTES PLASTICOS\1050171 - PLACA ALTILENO 1098X325X10MM.pdf,.pdf,62601,0.06,outros,0,
"D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007702-GAXETA MAG CINZA S-ABA ENC.S-ABA - 398,4X1455MM (NOVA).PDF",.pdf,72451,0.069,outros,0,
"D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007725-GAXETA MAG CINZA ENC.S-ABA REFRIG E FREEZ VERT BI PARTIDO- 598,4X673MM (NOVA).PDF",.pdf,75164,0.072,refrigeracao,0,
"D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007727-GAXETA MAG CINZA S-ABA ENC.S-ABA - 598,4X1455MM (NOVA).PDF",.pdf,69872,0.067,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007729 CINZA.PDF,.pdf,39259,0.037,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007728-GAXETA MAG CZ S-ABA PORTA REF. HOR.-398X587 (NOVA).PDF,.pdf,69948,0.067,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007729-GAXETA MAG CINZA S- ABA REFRIG BASE DE GAVETA-398X150 (NOVA).PDF,.pdf,71083,0.068,refrigeracao,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007751-GAXETA MAG CINZA  MINI-PORTA 398 X 356 MM (NOVA).PDF,.pdf,71687,0.068,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007887 - GAXETA MAG CINZA CLARO ENC.S-ABA 612x560MM ( UNDERCOUNTER ).PDF,.pdf,46377,0.044,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007905-GAXETA MAG CINZA - 398 X 354 MM (NOVA).PDF,.pdf,45851,0.044,outros,0,
"D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007936-GAXETA GAVETA VITRINE-420,53X230,53 CODIGO STM 1645(CO).PDF",.pdf,73989,0.071,outros,0,
"D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007940-GAXETA MAG CZ S-ABA PORTA REF. HOR. CHOPP-662,5 X 765,3MM.PDF",.pdf,70349,0.067,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008005-GAXETA ESTUFA-PASSTHOUG PERFIL E (SL0198) MT 4200MM.pdf,.pdf,44222,0.042,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008028-GAXETA MAG CINZA  MINI-PORTA 557X 356 MM.PDF,.pdf,46075,0.044,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008009-GAXETA MAG CINZA S-ABA ENC.S-ABA-634X297MM.PDF,.pdf,70147,0.067,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008008-GAXETA MAG CINZA S-ABA ENC.S-ABA-767X297MM.PDF,.pdf,69861,0.067,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008051-GAXETA MAG CINZA S- ABA REFRIG HOR. 2 GAV.-560X150MM.PDF,.pdf,71291,0.068,refrigeracao,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008054-GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 608X1528 MM.pdf,.pdf,54904,0.052,outros,0,
"D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008044-GAXETA 411,05X717,81 STM 1645 (CO).PDF",.pdf,73222,0.07,outros,0,
"D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008045-GAXETA 411,05X754,81 STM 1645 (CO).PDF",.pdf,73469,0.07,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008059 - GAXETA MAG CINZA CLARO ENC.S-ABA 612x560MM ( UNDERCOUNTER ).pdf,.pdf,45159,0.043,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008074 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 593x709mm.pdf,.pdf,54938,0.052,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008060 - GAXETA 398X754 STM 1645 (CO).pdf,.pdf,54305,0.052,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008061 - GAXETA 398x699 STM 1645 (CO).pdf,.pdf,53768,0.051,outros,0,
"D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008081 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 283,9x411mm.pdf",.pdf,54682,0.052,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008082 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 640X415mm.pdf,.pdf,54544,0.052,outros,0,
"D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008087 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 278,9x409,8mm.pdf",.pdf,54435,0.052,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008075 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 171x415mm.pdf,.pdf,54615,0.052,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008093 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 416x310mm.pdf,.pdf,71415,0.068,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008091 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 410x380mm.pdf,.pdf,71372,0.068,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008092 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 393x573mm.pdf,.pdf,59158,0.056,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008121 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 1473X417 MM.pdf,.pdf,69546,0.066,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008122 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 571X618 MM.pdf,.pdf,72243,0.069,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008095 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 321x632mm.pdf,.pdf,59674,0.057,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008088 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 635x415mm.pdf,.pdf,54856,0.052,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008094 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 183x415mm.pdf,.pdf,54745,0.052,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008116 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 367X367 MM.pdf,.pdf,71206,0.068,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008212 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 403X297mm.pdf,.pdf,71768,0.068,outros,0,
"D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008184 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 469X169,5MM.pdf",.pdf,71490,0.068,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008218 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 608X1508 MM.pdf,.pdf,72873,0.069,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008151 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 593x709mm.pdf,.pdf,53843,0.051,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008151 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 580X1474mm.pdf,.pdf,54834,0.052,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008204 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 654x297mm.pdf,.pdf,99906,0.095,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008241 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 710x450mm.pdf,.pdf,71902,0.069,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008247 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 783x367mm.pdf,.pdf,55315,0.053,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008248 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 290x412mm.pdf,.pdf,59881,0.057,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008238 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 403x402mm.pdf,.pdf,71693,0.068,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008279 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 650X782mm.pdf,.pdf,59710,0.057,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1008242 - GAXETA ILPEA SOLDADA PVC 2133 CINZA CLARO MAGNETICA 828x450mm.pdf,.pdf,71838,0.069,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007700-GAXETA P- PASS THROUNG AQUECIDO.PDF,.pdf,62772,0.06,outros,0,
D:\BIBLIOTECA DE PROJETOS\GAXETAS\1007887 - GAXETA MAG CINZA CLARO ENC.S\ABA 617x585MM ( UNDERCOUNTER ).pdf,.pdf,46234,0.044,outros,0,
D:\2022\TEMPLATE PADRÃO\CONFIGURAÇÕES DE DOBRA\TABELA CALIBRE DOBRA #FINA.xls,.xls,28160,0.027,outros,2,dobra
D:\2022\TEMPLATE PADRÃO\CONFIGURAÇÕES DE DOBRA\TABELA CALIBRE DOBRA #GROSSA.xls,.xls,28160,0.027,outros,2,dobra
D:\2022\TEMPLATE PADRÃO\PLANILHAS EXCEL\PROJETOS EM ANDAMENTO.xlsx,.xlsx,245408,0.234,outros,1,
D:\2022\TEMPLATE PADRÃO\PLANILHAS EXCEL\LISTA SULFISA.xlsx,.xlsx,198795,0.19,outros,1,
D:\2022\TEMPLATE PADRÃO\PLANILHAS EXCEL\LANÇAMENTO RECEITA JOTEC.xlsx,.xlsx,15580,0.015,outros,1,
D:\2022\TEMPLATE PADRÃO\PLANILHAS EXCEL\LISTA RENDERS 2024.xlsx,.xlsx,62251,0.059,outros,1,
D:\2022\TEMPLATE PADRÃO\PLANILHAS EXCEL\PROJETOS A REVISAR.xlsx,.xlsx,10482,0.01,outros,1,
D:\2022\TEMPLATE PADRÃO\PLANILHAS EXCEL\PUNÇÕES PUNCIONADEIRA.xlsx,.xlsx,14318,0.014,outros,1,
D:\2022\TEMPLATE PADRÃO\PLANILHAS EXCEL\CALCULOS.xlsx,.xlsx,71543,0.068,outros,1,
D:\2022\TEMPLATE PADRÃO\PLANILHAS EXCEL\TABELA RESISTENCIA MANTA.xlsx,.xlsx,213972,0.204,outros,1,
D:\2022\TEMPLATE PADRÃO\PLANILHAS EXCEL\CUBA-AVULSA.xls,.xls,37888,0.036,lavacao,1,
D:\2022\REDES\STARBUCKS\S203691-PIABACK  C-02 CUBAS 500X400X300 950620X1150\PROJETO\S203691\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23611,0.023,lavacao,8,ordem; producao
D:\2022\REDES\STARBUCKS\PROTOTIPO\STAR-001\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23093,0.022,outros,8,ordem; producao
D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207190 - DUTO EM Y 1430X830X300 MM\PROJETO\S207190 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,25769,0.025,outros,8,ordem; producao
D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207187 - DUTO RETANGULAR 1125 - 400X300X1125 MM\PROJETO\S207187 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,25478,0.024,outros,8,ordem; producao
D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207189 - DUTO RETANGULAR 450 - 400X300X450 MM\PROJETO\S207189 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,25496,0.024,outros,8,ordem; producao
D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207188 - DUTO RETANGULAR 750 - 400X300X750 MM\PROJETO\S207188 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,25467,0.024,outros,8,ordem; producao
D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207186 - DUTO RETANGULAR 350 - 400X350X300 MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25465,0.024,outros,8,ordem; producao
D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207185 - CURVA 90 GRAUS -  505X535X300 MM\PROJETO\S207185 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,25612,0.024,outros,8,ordem; producao
D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S203676 - DUTO RETANGULAR 590X380X600 MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25258,0.024,outros,8,ordem; producao
D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S203742 - CURVA 90 GRAUS -  550X590X380 MM\PROJETO\S203742 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,25604,0.024,outros,8,ordem; producao
D:\2022\REDES\ASSAI\EXAUSTÃO\DUTOS\S207183 - REDUÇÃO PARA DUTOS\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25258,0.024,outros,8,ordem; producao
D:\2022\REDES\ASSAI\S207060 - BANCADA DE ENCOSTO L PRO PRAT PERF-INOX-304-660X700X900 MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26151,0.025,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\REFRIGERADORES\S170045 - REFRIGERADOR HORIZ CAB ESQ. 3 PORTAS 1880X700X900 TAMPO CUBA RED\PROJETO\S170045 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,28979,0.028,refrigeracao,8,ordem; producao
D:\2022\REDES\SUBWAY\REFRIGERADORES\S170035 - REFRIGERADOR HORIZONTAL 2 PORTAS 1380X700X900MM C TAMPO\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,29028,0.028,refrigeracao,8,ordem; producao
D:\2022\REDES\SUBWAY\BANCADAS\S170013 - BANCADA DE ENC. 304 LISA C-PRAT LISA 1500x700x900\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,23172,0.022,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\BANCADAS\S170014 - BANCADA DE ENC. 304 LISA C 2 PRAT. LISA 700X700X900MM\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23040,0.022,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\BANCADAS\S170010 - MESA VINCADA DE ENCOSTO C 3 CUBAS 40X50X25 - 1500X700X900MM\PROJETO\S170010 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,23128,0.022,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\SXXXXXX - VITRINE DUAL (NEUTRA-REFRIGERADA)\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25257,0.024,refrigeracao,8,ordem; producao
D:\2022\REDES\SUBWAY\SW-LVMP - LAVA MOP\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,23768,0.023,outros,8,ordem; producao
D:\2022\REDES\SUBWAY\S170048 - VITRINE REFRIGERADA PARA SALGADOS 625x510x550MM\PROJETOB\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25232,0.024,refrigeracao,8,ordem; producao
D:\2022\REDES\SUBWAY\S170048 - VITRINE REFRIGERADA PARA SALGADOS 625x510x550MM\PROJETO\S170048 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,27949,0.027,refrigeracao,8,ordem; producao
D:\2022\REDES\SUBWAY\S170039 - VITRINE PORTA COOKIES 440x510x550MM\PROJETO NOVO\S170034 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,27013,0.026,outros,8,ordem; producao
D:\2022\REDES\SUBWAY\S170038 - MULTI PISTA DELIVERY - 1500x700x1900MM\PROJETO\S170038 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,30583,0.029,outros,8,ordem; producao
D:\2022\REDES\SUBWAY\S170025 - BANDEJA DE PÃO ALUMINIO 440X325X170\350X140X15\S170025 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,25342,0.024,outros,8,ordem; producao
D:\2022\REDES\SUBWAY\S170020- LAVATÓRIO ASSEPSIA C TORNEIRA E ACIONAMENTO DE JOELHO 350x350mm\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,23189,0.022,lavacao,8,ordem; producao
D:\2022\REDES\SUBWAY\S170011 - TAMPA PARA CUBA 400X500X250 INOX 304\PROJETO\S170011 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22323,0.021,lavacao,8,ordem; producao
D:\2022\REDES\SUBWAY\PRATELEIRAS\S170057 - PRATELEIRA SUP LISA L PRO-304-1100X300MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25849,0.025,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\PRATELEIRAS\S170047 - PRATELEIRA SUP LISA L PRO-INOX-304 - 1400X300X40MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,25232,0.024,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\PRATELEIRAS\S170018 - PRATELEIRA COM CLIP PARA COBERTURA MLL 640X750X460MM\PROJETO\S170018 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22562,0.022,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\PRATELEIRAS\S170015 - PRATELEIRA SUP LISA L PRO-INOX-304 - 1400X350X40MM\PROJETO\S170015 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,22548,0.022,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\ARMARIOS\SW-GP16 - ARMÁRIO VERTICAL PÃES 16 PLANOS\PROJETO\ORDEM DE PRODUÇÃO ( PADRÃO ).xlsx,.xlsx,24252,0.023,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\ARMARIOS\S170026 - COMBIRACK ALUMINIO 727X531X1810MM\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,24267,0.023,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\ARMARIOS\S170016 - ARMÁRIO VERTICAL RETARDER - 20 PLANOS\PROJETO\S170016 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,23776,0.023,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\ARMARIOS\S170008 - ARMÁRIO VERTICAL PÃES 16 PLANOS\PROJETO\S170008 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24193,0.023,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\ARMARIOS\S170041-ARMARIO VERT PAES 16 PL ALUM 729X532X1810MM - anti-horário\S170041 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,24238,0.023,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\LINHA FRONTAL\REVESTIMENTO RODAPÉ.xlsx,.xlsx,23061,0.022,outros,1,
D:\2022\REDES\SUBWAY\LINHA FRONTAL\SWMPC - MÓDULO PORTA COPOS\PROJETO\ORDEM DE PRODUÇÃO.xlsx,.xlsx,26439,0.025,outros,8,ordem; producao
D:\2022\REDES\SUBWAY\LINHA FRONTAL\SW-MGN - GABINETE NEUTRO\S170042 - 900\ORDEM DE PRODUÇÃO.xlsx,.xlsx,24034,0.023,outros,8,ordem; producao
D:\2022\REDES\SUBWAY\LINHA FRONTAL\SW-MGN - GABINETE NEUTRO\S170031 - GABINETE NEUTRO INOX COM PRATELEIRA 880x400x900MM\S170031 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,26452,0.025,movel_inox,8,ordem; producao
D:\2022\REDES\SUBWAY\LINHA FRONTAL\SW-CP12D - COLD PAN DELIVERY\PROJETO\S170001 - ORDEM DE PRODUÇÃO.xlsx,.xlsx,28155,0.027,outros,8,ordem; producao
